name,latitude,longitude,altitude,pitch,roll,yaw
20160430_110516_497061.jpg,49.911201,-98.268074,300.190000,0.282395,-0.284098,-2.292027
20160430_110518_094612.jpg,49.911182,-98.267923,303.140000,0.202766,0.301128,-2.310161
20160430_110519_646614.jpg,49.911116,-98.267756,299.200000,-0.118568,0.557617,-2.719527
20160430_110521_389356.jpg,49.910903,-98.267683,301.600000,0.125133,0.372738,-2.987049
20160430_110522_923625.jpg,49.910660,-98.267896,314.120000,0.234871,0.453967,-2.153812
20160430_110524_440522.jpg,49.910554,-98.268188,319.880000,0.355125,0.170330,-1.724296
20160430_110525_936742.jpg,49.910508,-98.268486,325.370000,0.281420,0.113607,-1.629691
20160430_110527_428566.jpg,49.910265,-98.269201,325.910000,0.222998,0.048599,-1.709487
20160430_110528_936817.jpg,49.910177,-98.269729,328.520000,0.279308,-0.034324,-1.760871
20160430_110530_476297.jpg,49.910113,-98.270276,332.010000,0.316691,0.385916,-1.889568
20160430_110607_198905.jpg,49.909689,-98.267805,438.220000,0.196820,0.370525,1.750075
20160430_110608_706355.jpg,49.909608,-98.267653,440.760000,0.110671,0.346038,2.027677
20160430_110610_190341.jpg,49.909479,-98.267520,440.720000,0.084519,0.382239,2.397457
20160430_110611_697522.jpg,49.909292,-98.267442,440.690000,0.093832,0.343598,2.746671
20160430_110613_208904.jpg,49.909062,-98.267440,441.310000,0.102659,0.231787,2.999657
20160430_110614_748438.jpg,49.908789,-98.267508,441.920000,0.104493,0.169700,3.110971
20160430_110616_309994.jpg,49.908522,-98.267628,442.660000,0.113131,0.156272,-3.044689
20160430_110618_059227.jpg,49.908257,-98.267803,442.920000,0.226349,0.737271,-3.000671
20160430_110619_659399.jpg,49.908009,-98.268181,441.440000,-0.035049,0.898456,-1.931768
20160430_110621_109586.jpg,49.907960,-98.268687,437.200000,-0.095309,0.819128,-1.023010
20160430_110623_293236.jpg,49.908229,-98.269172,427.900000,-0.173702,0.096379,-0.140855
20160430_110624_844485.jpg,49.908467,-98.269371,423.670000,-0.160215,0.272464,-0.278187
20160430_110626_387089.jpg,49.908702,-98.269538,420.340000,-0.000934,0.129662,-0.006953
20160430_110628_159709.jpg,49.908931,-98.269665,420.990000,0.022871,-0.014492,0.023453
20160430_110629_767258.jpg,49.909150,-98.269807,421.070000,0.043077,-0.005870,-0.075486
20160430_110631_435631.jpg,49.909344,-98.269949,422.000000,0.064521,0.227639,-0.041617
20160430_110632_910004.jpg,49.909524,-98.270029,421.830000,0.017325,0.467331,0.256496
20160430_110634_422446.jpg,49.909673,-98.269991,417.850000,-0.171828,0.441945,0.711444
20160430_110635_871074.jpg,49.909772,-98.269868,410.880000,-0.221968,0.144579,1.058778
20160430_110637_410742.jpg,49.909870,-98.269676,403.140000,-0.120073,-0.065269,1.076180
20160430_110639_029866.jpg,49.909973,-98.269449,398.100000,-0.061706,0.143882,1.074986
20160430_110640_476781.jpg,49.910041,-98.269226,396.880000,0.001492,0.156023,1.208366
20160430_110641_936079.jpg,49.910075,-98.269005,397.430000,0.046076,0.119891,1.347196
20160430_110643_424284.jpg,49.910084,-98.268816,397.830000,0.045457,0.133066,1.382164
20160430_110645_051508.jpg,49.910073,-98.268601,397.450000,0.144337,0.189725,1.516304
20160430_110646_562786.jpg,49.910035,-98.268433,398.220000,0.151218,0.111600,1.737509
20160430_110648_401275.jpg,49.909972,-98.268250,399.450000,0.167394,-0.121179,1.678482
20160430_110649_947068.jpg,49.909929,-98.268049,401.080000,0.397351,-0.081342,1.484048
20160430_110651_623513.jpg,49.909907,-98.267870,407.600000,0.454537,-0.193768,1.338158
20160430_110716_918248.jpg,49.908237,-98.269592,428.730000,0.126813,-0.091031,2.941626
20160430_110718_423414.jpg,49.907893,-98.269668,429.070000,0.165875,-0.075787,2.769476
20160430_110719_963649.jpg,49.907645,-98.269707,429.050000,0.170645,-0.025761,2.807120
20160430_110721_496236.jpg,49.907391,-98.269744,430.260000,0.208218,0.036663,2.996194
20160430_110723_432996.jpg,49.907096,-98.269808,432.250000,0.218588,-0.028773,2.911140
20160430_110724_939584.jpg,49.906877,-98.269843,433.740000,0.240077,-0.026822,2.769753
20160430_110726_479644.jpg,49.906666,-98.269862,435.440000,0.233378,-0.002554,2.769412
20160430_110727_991261.jpg,49.906439,-98.269887,437.460000,0.254259,0.043236,2.890111
20160430_110729_526521.jpg,49.906228,-98.269940,439.840000,0.260507,-0.027383,2.990949
20160430_110730_984965.jpg,49.906021,-98.269987,443.130000,0.309799,-0.397793,2.842231
20160430_110732_621564.jpg,49.905818,-98.269956,446.850000,0.261466,-0.311992,2.152924
20160430_110734_088468.jpg,49.905672,-98.269844,449.940000,0.219195,-0.185786,2.001863
20160430_110735_706953.jpg,49.905550,-98.269683,452.670000,0.147869,-0.125857,1.914014
20160430_110737_153251.jpg,49.905465,-98.269517,455.160000,0.117944,-0.015464,1.804454
20160430_110738_667127.jpg,49.905389,-98.269340,457.550000,0.100667,-0.017877,1.712569
20160430_110740_145751.jpg,49.905319,-98.269159,459.200000,0.069195,0.017001,1.695983
20160430_110741_880921.jpg,49.905249,-98.268981,460.330000,0.039455,0.070700,1.671389
20160430_110743_379035.jpg,49.905155,-98.268752,461.060000,0.056650,0.070185,1.742118
20160430_110744_896833.jpg,49.905041,-98.268522,461.900000,0.047144,0.037637,1.890351
20160430_110746_386112.jpg,49.904922,-98.268319,462.370000,0.000828,-0.016856,1.905193
20160430_110748_007472.jpg,49.904783,-98.268061,462.670000,0.009797,0.090196,2.115203
20160430_110749_469261.jpg,49.904632,-98.267802,465.230000,0.031024,0.064570,2.108388
20160430_110750_972485.jpg,49.904488,-98.267558,466.960000,-0.031095,0.046980,2.099438
20160430_110752_662117.jpg,49.904318,-98.267293,468.850000,-0.073175,0.024370,1.970796
20160430_110754_55462.jpg,49.904162,-98.267043,469.840000,-0.094648,0.032165,2.072679
20160430_110756_024054.jpg,49.903977,-98.266779,471.330000,-0.125552,0.012193,2.019882
20160430_110757_558328.jpg,49.903817,-98.266552,472.070000,-0.171560,0.012083,2.097466
20160430_110759_097109.jpg,49.903649,-98.266318,472.340000,-0.162621,0.003902,2.025731
20160430_110800_565683.jpg,49.903497,-98.266116,471.220000,-0.183380,-0.005505,2.034422
20160430_110802_001508.jpg,49.903369,-98.265934,469.430000,-0.207534,-0.019642,2.004846
20160430_110803_54941.jpg,49.903229,-98.265746,466.870000,-0.204768,-0.012429,2.041461
20160430_110805_036972.jpg,49.903087,-98.265555,464.230000,-0.175299,-0.054716,1.992215
20160430_110806_657011.jpg,49.902938,-98.265320,462.800000,-0.125435,-0.020547,1.945542
20160430_110808_09653.jpg,49.902804,-98.265097,462.580000,-0.122890,-0.032121,1.959941
20160430_110809_813285.jpg,49.902670,-98.264867,462.120000,-0.121315,0.010516,1.961636
20160430_110811_303963.jpg,49.902535,-98.264634,461.930000,-0.119147,0.027608,1.947522
